record_id,date,shift,operator_id,operator_name,worker_status,vendor,equipment_type,equipment_id,production_unit,job_type,condition,condition_factor,shift_hours,break_hours,downtime_minutes,downtime_reason,productive_hours,longest_nonstop_hours,baseline_per_hour,target_production,actual_production,target_boxes,actual_boxes,achievement_percentage,utilization_percentage,validation_status,foreman_status,supervisor_status,final_status,safety_alert,data_quality_flag
TRX-0000236,2026-01-06,Shift 3,OPR-010,Operator 010,Outsourcing,Vendor C,RTGC,RTG-07,box,Loading,Kepadatan tinggi,0.8,8,0.97,27.5,Equipment breakdown,6.57,2.48,20.0,105.1,117,105.1,117,111.3,82.1,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000237,2026-01-06,Shift 3,OPR-004,Operator 004,Outsourcing,Vendor A,RTGC,RTG-04,box,Loading,Normal,1.0,8,0.82,91.8,Waiting job,5.65,3.21,20.0,113.0,114,113.0,114,100.9,70.6,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000238,2026-01-06,Shift 3,OPR-003,Operator 003,Outsourcing,Vendor A,Head Truck,HT-10,move,Discharge,Kepadatan tinggi,0.8,8,0.6,42.6,Yard congestion,6.69,3.05,10.0,53.5,55,53.5,55,102.8,83.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000239,2026-01-06,Shift 3,OPR-005,Operator 005,Outsourcing,Vendor C,Head Truck,HT-11,move,Discharge,Kepadatan tinggi,0.8,8,1.07,29.9,Yard congestion,6.43,3.16,10.0,51.4,48,51.4,48,93.3,80.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000240,2026-01-06,Shift 3,OPR-028,Operator 028,Outsourcing,Vendor B,Forklift,FL-03,box,Discharge,Kepadatan tinggi,0.8,8,0.74,24.3,Weather,6.86,3.45,10.0,54.9,51,54.9,51,93.0,85.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000241,2026-01-06,Shift 3,OPR-020,Operator 020,Outsourcing,Vendor A,Quay Crane,QC-03,box,Discharge,Normal,1.0,8,0.69,2.1,Tidak ada,7.27,3.91,28.0,203.7,217,203.7,217,106.6,90.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000242,2026-01-06,Shift 3,OPR-025,Operator 025,Tetap,Vendor C,Reach Stacker,RS-04,box,Loading,Normal,1.0,8,0.67,17.9,Operator change,7.03,3.05,14.0,98.5,93,98.5,93,94.4,87.9,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000243,2026-01-06,Shift 3,OPR-024,Operator 024,Tetap,Vendor B,Reach Stacker,RS-03,box,Discharge,Kepadatan tinggi,0.8,8,0.92,49.8,Yard congestion,6.25,3.32,14.0,70.0,73,70.0,73,104.3,78.1,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000244,2026-01-06,Shift 3,OPR-008,Operator 008,Outsourcing,Vendor B,RTGC,RTG-02,box,Discharge,Normal,1.0,8,0.73,64.8,Weather,6.19,1.96,20.0,123.9,142,123.9,142,114.6,77.4,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas|utilisasi_rendah
TRX-0000245,2026-01-06,Shift 3,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-13,move,Discharge,Normal,1.0,8,0.66,25.6,Waiting job,6.91,2.61,10.0,69.1,71,69.1,71,102.7,86.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000246,2026-01-07,Shift 1,OPR-030,Operator 030,Outsourcing,Vendor A,Forklift,FL-03,box,Loading,Normal,1.0,8,0.71,20.2,Weather,6.95,3.27,10.0,69.5,77,69.5,77,110.7,86.9,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000247,2026-01-07,Shift 1,OPR-008,Operator 008,Outsourcing,Vendor B,Head Truck,HT-11,move,Loading,Normal,1.0,8,0.48,29.5,Weather,7.02,2.18,10.0,70.2,75,70.2,75,106.8,87.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000248,2026-01-07,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.46,5.3,Tidak ada,7.45,3.52,10.0,74.5,73,74.5,73,98.0,93.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000249,2026-01-07,Shift 1,OPR-007,Operator 007,Outsourcing,Vendor B,Head Truck,HT-07,move,Discharge,Kepadatan tinggi,0.8,8,0.88,6.5,Tidak ada,7.01,3.22,10.0,56.1,57,56.1,57,101.6,87.7,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000250,2026-01-07,Shift 1,OPR-002,Operator 002,Outsourcing,Vendor B,Forklift,FL-02,box,Loading,Normal,1.0,8,0.73,70.3,Tidak ada,6.94,3.04,10.0,69.4,64,69.4,64,92.2,86.7,REVIEW,Approved,Approved,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000251,2026-01-07,Shift 1,OPR-009,Operator 009,Outsourcing,Vendor B,Reach Stacker,RS-03,box,Loading,Normal,1.0,8,0.78,52.5,Yard congestion,6.35,2.5,14.0,88.9,85,88.9,85,95.6,79.4,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000252,2026-01-07,Shift 1,OPR-010,Operator 010,Outsourcing,Vendor C,Quay Crane,QC-06,box,Loading,Normal,1.0,8,0.57,5.1,Tidak ada,7.34,2.48,28.0,205.5,205,205.5,205,99.7,91.8,PASS,Approved,Returned,PENDING,SAFE,OK
TRX-0000253,2026-01-07,Shift 1,OPR-017,Operator 017,Outsourcing,Vendor C,RTGC,RTG-04,box,Loading,Normal,1.0,8,0.85,9.1,Tidak ada,7.0,2.74,20.0,140.0,151,140.0,151,107.8,87.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000254,2026-01-07,Shift 1,OPR-016,Operator 016,Outsourcing,Vendor C,Quay Crane,QC-04,box,Loading,Kepadatan sedang,0.9,8,0.81,14.3,Weather,6.95,3.35,28.0,175.2,188,175.2,188,107.3,86.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000255,2026-01-07,Shift 1,OPR-018,Operator 018,Outsourcing,Vendor A,RTGC,RTG-02,box,Loading,Pembatasan alat,0.75,8,0.51,12.5,Operator change,7.28,3.96,20.0,109.3,104,109.3,104,95.2,91.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000256,2026-01-07,Shift 1,OPR-021,Operator 021,Outsourcing,Vendor B,RTGC,RTG-03,box,Loading,Kepadatan sedang,0.9,8,0.71,17.8,System interruption,6.99,3.26,20.0,125.8,131,125.8,131,104.1,87.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000257,2026-01-07,Shift 1,OPR-001,Operator 001,Outsourcing,Vendor B,Head Truck,HT-14,move,Loading,Normal,1.0,8,0.91,28.0,Yard congestion,6.62,2.75,10.0,66.2,66,66.2,66,99.6,82.8,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000258,2026-01-07,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,Quay Crane,QC-02,box,Loading,Kepadatan sedang,0.9,8,0.92,34.8,Operator change,6.51,2.86,28.0,163.9,171,163.9,171,104.3,81.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000259,2026-01-07,Shift 1,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-15,move,Loading,Pembatasan alat,0.75,8,0.77,68.1,Equipment breakdown,6.1,2.65,10.0,45.7,30,45.7,30,65.6,76.2,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000260,2026-01-07,Shift 1,OPR-011,Operator 011,Tetap,Vendor A,Head Truck,HT-06,move,Loading,Normal,1.0,8,0.67,4.1,Tidak ada,7.26,3.16,10.0,72.6,77,72.6,77,106.0,90.8,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000261,2026-01-07,Shift 1,OPR-027,Operator 027,Outsourcing,Vendor C,Reach Stacker,RS-04,box,Discharge,Normal,1.0,8,0.73,72.7,Equipment breakdown,6.06,3.54,14.0,84.8,97,84.8,97,114.4,75.7,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas|utilisasi_rendah
TRX-0000262,2026-01-07,Shift 1,OPR-005,Operator 005,Outsourcing,Vendor C,Quay Crane,QC-01,box,Loading,Normal,1.0,8,0.83,24.8,Yard congestion,6.75,3.32,28.0,189.1,187,189.1,187,98.9,84.4,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000263,2026-01-07,Shift 2,OPR-002,Operator 002,Outsourcing,Vendor B,Quay Crane,QC-07,box,Discharge,Normal,1.0,8,0.66,37.6,Waiting job,6.72,3.13,28.0,188.1,207,188.1,207,110.1,84.0,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000264,2026-01-07,Shift 2,OPR-016,Operator 016,Outsourcing,Vendor C,RTGC,RTG-07,box,Discharge,Normal,1.0,8,0.77,15.1,Yard congestion,6.98,4.0,20.0,139.6,146,139.6,146,104.6,87.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000265,2026-01-07,Shift 2,OPR-005,Operator 005,Outsourcing,Vendor C,Quay Crane,QC-08,box,Discharge,Normal,1.0,8,0.76,32.3,Equipment breakdown,6.7,3.06,28.0,187.7,174,187.7,174,92.7,83.8,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000266,2026-01-07,Shift 2,OPR-017,Operator 017,Outsourcing,Vendor C,Head Truck,HT-11,move,Discharge,Normal,1.0,8,0.81,26.3,Equipment breakdown,6.75,3.17,10.0,67.5,73,67.5,73,108.1,84.4,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000267,2026-01-07,Shift 2,OPR-011,Operator 011,Tetap,Vendor A,RTGC,RTG-09,box,Loading,Normal,1.0,8,0.63,28.8,Operator change,6.89,2.64,20.0,137.8,132,137.8,132,95.8,86.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000268,2026-01-07,Shift 2,OPR-012,Operator 012,Tetap,Vendor B,Head Truck,HT-03,move,Discharge,Normal,1.0,8,0.87,111.6,Tidak ada,6.93,3.02,10.0,69.3,67,69.3,67,96.7,86.6,REVIEW,Approved,Approved,PENDING,SAFE,downtime_tanpa_alasan
TRX-0000269,2026-01-07,Shift 2,OPR-030,Operator 030,Outsourcing,Vendor A,Forklift,FL-04,box,Loading,Kepadatan sedang,0.9,8,0.68,74.6,Waiting job,6.08,3.87,10.0,54.7,56,54.7,56,102.4,76.0,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000270,2026-01-07,Shift 2,OPR-008,Operator 008,Outsourcing,Vendor B,Head Truck,HT-10,move,Loading,Normal,1.0,8,0.78,5.3,Tidak ada,7.13,3.15,10.0,71.3,76,71.3,76,106.6,89.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000271,2026-01-07,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,RTGC,RTG-03,box,Discharge,Pembatasan alat,0.75,8,0.93,45.2,Waiting job,6.32,2.78,20.0,94.8,83,94.8,83,87.5,79.0,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000272,2026-01-07,Shift 2,OPR-004,Operator 004,Outsourcing,Vendor A,RTGC,RTG-05,box,Loading,Normal,1.0,8,0.75,15.8,Equipment breakdown,6.98,3.4,20.0,139.7,155,139.7,155,111.0,87.3,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000273,2026-01-07,Shift 2,OPR-027,Operator 027,Outsourcing,Vendor C,Head Truck,HT-06,move,Loading,Normal,1.0,8,0.71,0.5,Tidak ada,7.29,3.1,10.0,72.9,76,72.9,76,104.3,91.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000274,2026-01-07,Shift 2,OPR-025,Operator 025,Tetap,Vendor C,Head Truck,HT-18,move,Loading,Normal,1.0,8,0.8,10.1,Operator change,7.04,4.0,10.0,70.4,77,70.4,77,109.4,87.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000275,2026-01-07,Shift 2,OPR-018,Operator 018,Outsourcing,Vendor A,Head Truck,HT-16,move,Discharge,Normal,1.0,8,0.66,22.7,Weather,6.96,2.93,10.0,69.6,63,69.6,63,90.5,87.0,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000276,2026-01-07,Shift 2,OPR-019,Operator 019,Tetap,Vendor B,Forklift,FL-06,box,Loading,Normal,1.0,8,0.72,25.4,System interruption,6.86,3.87,10.0,68.6,75,68.6,75,109.4,85.7,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000277,2026-01-07,Shift 2,OPR-020,Operator 020,Outsourcing,Vendor A,Head Truck,HT-15,move,Loading,Normal,1.0,8,0.74,97.5,Waiting job,5.63,3.45,10.0,56.3,52,56.3,52,92.3,70.4,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000278,2026-01-07,Shift 3,OPR-007,Operator 007,Outsourcing,Vendor B,RTGC,RTG-03,box,Discharge,Kepadatan tinggi,0.8,8,0.71,13.4,Weather,7.07,4.0,20.0,113.1,111,113.1,111,98.2,88.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000279,2026-01-07,Shift 3,OPR-026,Operator 026,Tetap,Vendor B,Head Truck,HT-01,move,Loading,Normal,1.0,8,0.66,11.3,Weather,7.15,3.83,10.0,71.5,61,71.5,61,85.4,89.3,REVIEW,Approved,Approved,PENDING,SAFE,produksi_bawah_target
TRX-0000280,2026-01-07,Shift 3,OPR-023,Operator 023,Outsourcing,Vendor A,Head Truck,HT-03,move,Loading,Normal,1.0,8,0.67,36.3,Yard congestion,6.73,3.31,10.0,67.3,69,67.3,69,102.6,84.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000281,2026-01-07,Shift 3,OPR-020,Operator 020,Outsourcing,Vendor A,Reach Stacker,RS-05,box,Discharge,Pembatasan alat,0.75,8,0.77,18.9,Waiting job,6.91,2.51,14.0,72.6,79,72.6,79,108.8,86.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000282,2026-01-07,Shift 3,OPR-005,Operator 005,Outsourcing,Vendor C,Quay Crane,QC-02,box,Loading,Normal,1.0,8,0.83,40.4,Waiting job,6.5,5.45,28.0,182.0,170,182.0,170,93.4,81.2,REVIEW,Approved,Pending,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000283,2026-01-07,Shift 3,OPR-019,Operator 019,Tetap,Vendor B,RTGC,RTG-04,box,Discharge,Kepadatan tinggi,0.8,8,0.65,15.4,Yard congestion,7.09,2.84,20.0,113.5,131,113.5,131,115.4,88.7,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000284,2026-01-07,Shift 3,OPR-022,Operator 022,Outsourcing,Vendor C,Reach Stacker,RS-04,box,Loading,Penghentian resmi,0.0,8,0.62,372.3,Waiting job,1.17,3.0,14.0,0.0,0,0.0,0,0.0,14.6,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target|utilisasi_rendah
TRX-0000285,2026-01-07,Shift 3,OPR-008,Operator 008,Outsourcing,Vendor B,Head Truck,HT-12,move,Loading,Normal,1.0,8,0.68,6.6,Tidak ada,7.21,2.36,10.0,72.1,93,72.1,93,129.0,90.1,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000286,2026-01-07,Shift 3,OPR-009,Operator 009,Outsourcing,Vendor B,RTGC,RTG-11,box,Discharge,Normal,1.0,8,0.9,50.8,Waiting job,6.26,2.38,20.0,125.2,118,125.2,118,94.3,78.2,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000287,2026-01-07,Shift 3,OPR-016,Operator 016,Outsourcing,Vendor C,Forklift,FL-03,box,Discharge,Kepadatan sedang,0.9,8,0.84,7.3,Tidak ada,7.04,4.86,10.0,63.3,68,63.3,68,107.3,88.0,REVIEW,Returned,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000288,2026-01-08,Shift 1,OPR-012,Operator 012,Tetap,Vendor B,Quay Crane,QC-06,box,Loading,Normal,1.0,8,0.79,50.1,System interruption,6.38,2.63,28.0,178.7,182,178.7,182,101.9,79.8,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000289,2026-01-08,Shift 1,OPR-025,Operator 025,Tetap,Vendor C,Reach Stacker,RS-01,box,Discharge,Kepadatan sedang,0.9,8,0.8,23.9,Waiting job,6.8,2.98,14.0,85.7,87,85.7,87,101.5,85.0,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000290,2026-01-08,Shift 1,OPR-013,Operator 013,Outsourcing,Vendor A,Quay Crane,QC-03,box,Discharge,Kepadatan sedang,0.9,8,0.85,10.9,Waiting job,6.97,3.7,28.0,175.6,205,175.6,205,116.7,87.1,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000291,2026-01-08,Shift 1,OPR-028,Operator 028,Outsourcing,Vendor B,RTGC,RTG-06,box,Discharge,Normal,1.0,8,0.72,132.9,Equipment breakdown,5.06,3.46,20.0,101.3,98,101.3,98,96.8,63.3,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000292,2026-01-08,Shift 1,OPR-030,Operator 030,Outsourcing,Vendor A,Head Truck,HT-15,move,Discharge,Normal,1.0,8,0.79,8.3,Tidak ada,7.07,4.0,10.0,70.7,68,70.7,68,96.2,88.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000293,2026-01-08,Shift 1,OPR-004,Operator 004,Outsourcing,Vendor A,Reach Stacker,RS-05,box,Discharge,Normal,1.0,8,0.83,31.8,Equipment breakdown,6.64,2.66,14.0,92.9,95,92.9,95,102.2,83.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000294,2026-01-08,Shift 1,OPR-006,Operator 006,Tetap,Vendor C,Head Truck,HT-05,move,Loading,Normal,1.0,8,0.9,21.2,System interruption,6.75,3.34,10.0,67.5,72,67.5,72,106.7,84.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000295,2026-01-08,Shift 1,OPR-003,Operator 003,Outsourcing,Vendor A,RTGC,RTG-11,box,Discharge,Normal,1.0,8,0.83,35.1,Equipment breakdown,6.58,2.25,20.0,131.6,125,131.6,125,95.0,82.2,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000296,2026-01-08,Shift 1,OPR-017,Operator 017,Outsourcing,Vendor C,Quay Crane,QC-04,box,Loading,Pembatasan alat,0.75,8,0.73,45.2,Weather,6.51,2.68,28.0,136.8,147,136.8,147,107.5,81.4,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000297,2026-01-08,Shift 1,OPR-020,Operator 020,Outsourcing,Vendor A,Forklift,FL-01,box,Loading,Normal,1.0,8,0.7,30.1,Waiting job,6.8,2.97,10.0,68.0,65,68.0,65,95.6,85.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000298,2026-01-08,Shift 1,OPR-018,Operator 018,Outsourcing,Vendor A,Forklift,FL-06,box,Loading,Normal,1.0,8,0.55,49.8,Yard congestion,6.62,2.09,10.0,66.2,73,66.2,73,110.3,82.7,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000299,2026-01-08,Shift 1,OPR-007,Operator 007,Outsourcing,Vendor B,Forklift,FL-04,box,Discharge,Normal,1.0,8,0.74,33.3,Operator change,6.7,3.48,10.0,67.0,50,67.0,50,74.6,83.8,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000300,2026-01-08,Shift 2,OPR-011,Operator 011,Tetap,Vendor A,Head Truck,HT-07,move,Loading,Normal,1.0,8,0.89,6.2,Tidak ada,7.01,4.75,10.0,70.1,71,70.1,71,101.3,87.6,REVIEW,Pending,Waiting Foreman,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000301,2026-01-08,Shift 2,OPR-021,Operator 021,Outsourcing,Vendor B,Head Truck,HT-09,move,Loading,Normal,1.0,8,0.88,23.9,Weather,6.72,5.66,10.0,67.2,61,67.2,61,90.8,84.0,REVIEW,Approved,Approved,PENDING,HARD ALERT,nonstop_lebih_4_jam
TRX-0000302,2026-01-08,Shift 2,OPR-024,Operator 024,Tetap,Vendor B,Quay Crane,QC-07,box,Loading,Normal,1.0,8,0.7,22.4,Yard congestion,6.93,3.22,28.0,193.9,216,193.9,216,111.4,86.6,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000303,2026-01-08,Shift 2,OPR-003,Operator 003,Outsourcing,Vendor A,Reach Stacker,RS-04,box,Discharge,Kepadatan sedang,0.9,8,0.91,15.3,Weather,6.83,4.59,14.0,86.1,54,86.1,54,62.7,85.4,REVIEW,Approved,Approved,PENDING,HARD ALERT,produksi_bawah_target|nonstop_lebih_4_jam
TRX-0000304,2026-01-08,Shift 2,OPR-010,Operator 010,Outsourcing,Vendor C,Forklift,FL-04,box,Loading,Normal,1.0,8,0.87,12.2,System interruption,6.93,3.59,10.0,69.3,74,69.3,74,106.8,86.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000305,2026-01-08,Shift 2,OPR-029,Operator 029,Outsourcing,Vendor A,Head Truck,HT-18,move,Discharge,Normal,1.0,8,0.68,31.8,System interruption,6.79,2.76,10.0,67.9,70,67.9,70,103.0,84.9,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000306,2026-01-08,Shift 2,OPR-020,Operator 020,Outsourcing,Vendor A,Reach Stacker,RS-01,box,Loading,Pembatasan alat,0.75,8,0.9,30.2,Yard congestion,6.6,3.36,14.0,69.3,67,69.3,67,96.7,82.5,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000307,2026-01-08,Shift 2,OPR-005,Operator 005,Outsourcing,Vendor C,Reach Stacker,RS-02,box,Loading,Pembatasan alat,0.75,8,0.73,10.9,Weather,7.09,3.09,14.0,74.5,87,74.5,87,116.8,88.7,REVIEW,Approved,Approved,PENDING,SAFE,produksi_di_atas_batas
TRX-0000308,2026-01-08,Shift 2,OPR-022,Operator 022,Outsourcing,Vendor C,Quay Crane,QC-03,box,Discharge,Kepadatan tinggi,0.8,8,0.76,10.8,System interruption,7.06,2.78,28.0,158.1,158,158.1,158,99.9,88.3,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000309,2026-01-08,Shift 2,OPR-002,Operator 002,Outsourcing,Vendor B,Head Truck,HT-15,move,Loading,Normal,1.0,8,0.59,3.2,Tidak ada,7.36,2.19,10.0,73.6,94,73.6,94,127.7,92.0,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000310,2026-01-08,Shift 2,OPR-019,Operator 019,Tetap,Vendor B,RTGC,RTG-02,box,Discharge,Normal,1.0,8,0.78,31.5,Waiting job,6.7,2.56,20.0,134.0,138,134.0,138,103.0,83.7,PASS,Returned,Waiting Foreman,PENDING,SAFE,OK
TRX-0000311,2026-01-08,Shift 2,OPR-013,Operator 013,Outsourcing,Vendor A,RTGC,RTG-08,box,Loading,Normal,1.0,8,0.94,12.6,Weather,6.85,3.12,20.0,137.0,136,137.0,136,99.3,85.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000312,2026-01-08,Shift 2,OPR-016,Operator 016,Outsourcing,Vendor C,Head Truck,HT-14,move,Loading,Kepadatan tinggi,0.8,8,0.71,26.3,System interruption,6.85,2.68,10.0,54.8,49,54.8,49,89.4,85.7,REVIEW,Approved,Returned,PENDING,SAFE,produksi_bawah_target
TRX-0000313,2026-01-08,Shift 2,OPR-028,Operator 028,Outsourcing,Vendor B,Head Truck,HT-02,move,Loading,Kepadatan sedang,0.9,8,0.61,16.0,Yard congestion,7.13,2.96,10.0,64.2,73,64.2,73,113.8,89.1,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_di_atas_batas
TRX-0000314,2026-01-08,Shift 3,OPR-003,Operator 003,Outsourcing,Vendor A,RTGC,RTG-08,box,Discharge,Normal,1.0,8,0.59,2.7,Tidak ada,7.37,2.5,20.0,147.3,153,147.3,153,103.9,92.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000315,2026-01-08,Shift 3,OPR-023,Operator 023,Outsourcing,Vendor A,RTGC,RTG-09,box,Discharge,Kepadatan tinggi,0.8,8,0.81,38.6,Waiting job,6.55,3.39,20.0,104.7,94,104.7,94,89.7,81.8,REVIEW,Pending,Waiting Foreman,PENDING,SAFE,produksi_bawah_target
TRX-0000316,2026-01-08,Shift 3,OPR-015,Operator 015,Outsourcing,Vendor A,RTGC,RTG-10,box,Discharge,Kepadatan sedang,0.9,8,0.82,19.8,Weather,6.85,2.39,20.0,123.2,124,123.2,124,100.6,85.6,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000317,2026-01-08,Shift 3,OPR-029,Operator 029,Outsourcing,Vendor A,Forklift,FL-02,box,Discharge,Normal,1.0,8,0.93,20.6,System interruption,6.72,3.21,10.0,67.2,63,67.2,63,93.7,84.0,PASS,Approved,Pending,PENDING,SAFE,OK
TRX-0000318,2026-01-08,Shift 3,OPR-027,Operator 027,Outsourcing,Vendor C,Head Truck,HT-16,move,Discharge,Kepadatan sedang,0.9,8,0.51,56.3,Weather,6.55,2.64,10.0,59.0,54,59.0,54,91.6,81.9,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000319,2026-01-08,Shift 3,OPR-022,Operator 022,Outsourcing,Vendor C,Forklift,FL-04,box,Loading,Normal,1.0,8,0.76,21.6,Yard congestion,6.88,3.54,10.0,68.8,67,68.8,67,97.4,86.0,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000320,2026-01-08,Shift 3,OPR-030,Operator 030,Outsourcing,Vendor A,Forklift,FL-06,box,Discharge,Normal,1.0,8,1.04,35.9,Weather,6.36,2.87,10.0,63.6,65,63.6,65,102.2,79.5,REVIEW,Returned,Waiting Foreman,PENDING,SAFE,utilisasi_rendah
TRX-0000321,2026-01-08,Shift 3,OPR-019,Operator 019,Tetap,Vendor B,Head Truck,HT-13,move,Loading,Normal,1.0,8,0.55,4.6,Tidak ada,7.37,3.78,10.0,73.7,81,73.7,81,109.9,92.1,PASS,Approved,Approved,FINAL,SAFE,OK
TRX-0000322,2026-01-08,Shift 3,OPR-018,Operator 018,Outsourcing,Vendor A,Reach Stacker,RS-04,box,Discharge,Normal,1.0,8,0.83,5.0,Tidak ada,7.08,3.01,14.0,99.2,98,99.2,98,98.8,88.5,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000323,2026-01-08,Shift 3,OPR-017,Operator 017,Outsourcing,Vendor C,Head Truck,HT-06,move,Loading,Normal,1.0,8,0.9,53.1,Operator change,6.22,3.05,10.0,62.2,65,62.2,65,104.5,77.7,REVIEW,Approved,Approved,PENDING,SAFE,utilisasi_rendah
TRX-0000324,2026-01-09,Shift 1,OPR-019,Operator 019,Tetap,Vendor B,Head Truck,HT-17,move,Discharge,Kepadatan tinggi,0.8,8,0.74,43.6,Yard congestion,6.53,3.73,10.0,52.2,54,52.2,54,103.4,81.6,PASS,Pending,Waiting Foreman,PENDING,SAFE,OK
TRX-0000325,2026-01-09,Shift 1,OPR-015,Operator 015,Outsourcing,Vendor A,RTGC,RTG-05,box,Discharge,Normal,1.0,8,1.0,17.5,Weather,6.71,2.23,20.0,134.2,124,134.2,124,92.4,83.9,PASS,Approved,Returned,PENDING,SAFE,OK
